Trip ID,User ID
726895,592305
726895,592307
726895,592295
726887,63098
726898,94895
726898,483936
726898,414920
726898,446351
726898,325837
726898,138851
726905,216780
726905,445931
726905,487481
726905,60937
726905,546809
726892,131630
726892,131638
726892,592448
726892,592452
726905,320541
726892,220906
726877,333914
726892,130706
726877,252286
726877,174139
726877,276653
726892,94258
726877,323354
726907,169138
726907,169144
726907,29660
726907,169135
726907,20858
726907,428908
726907,148362
726907,74982
726907,11601
726912,332584
726912,592117
726900,369791
726900,168928
726900,25598
726920,526767
726922,87763
726922,116172
726922,558440
726922,591871
726922,592038
726922,373564
726928,411488
726928,36179
726922,592040
726922,592168
726928,102404
726933,584948
726933,584960
726933,23999
726928,586936
726933,584952
726933,586084
726933,588945
726933,586083
726933,584961
726924,99365
726934,591625
726927,94145
726927,274275
726927,35203
726924,76793
726924,81859
726924,268818
726945,485802
726943,435480
726945,592482
726945,592480
726943,122736
726943,122583
726943,302724
726931,181202
726960,32677
726966,261844
726966,564563
726966,587755
726967,182001
726967,193438
726967,114827
726966,188303
726967,84938
726967,187496
726966,66484
726966,587674
726966,587713
726966,587636
726967,94029
726966,112349
726966,54886
726965,194848
726963,591404
726963,591011
726963,591414
726963,591397
726963,591402
726975,592491
726974,402050
726974,402983
726974,402981
726974,224866
726974,224872
726980,591832
726980,484887
726980,564124
726980,261172
726980,38413
726980,203466
726982,88229
726982,527007
726982,504273
726982,590595
726982,590515
726982,590931
726983,463162
726984,188303
726984,112349
726984,564563
726984,587755
726984,587713
726984,66484
726984,587636
726984,587674
726984,261844
726984,54886
726986,591148
726986,591153
726986,591193
726986,591150
726986,591147
726986,591151
726986,591163
726986,591099
726986,591140
726986,584320
726986,591162
726991,410566
726991,431478
726994,193438
726994,94029
726994,74491
726994,227919
726994,223453
726994,187496
726994,592488
726995,306970
726996,588530
726993,429078
726993,316823
726993,423540
726993,592509
726993,299148
727000,358222
727000,334983
727001,435480
726998,187569
726998,591336
726998,484643
726998,367205
726998,367301
726998,217783
727005,63098
727018,219514
727018,219505
727018,372750
727018,287029
727020,231129
727003,566021
727003,566660
727003,588406
727003,589997
727015,374578
727017,591011
727017,591397
727017,148353
727017,591414
727017,591404
727017,591402
727025,495674
727029,495674
727041,584621
727041,584632
727041,592530
727041,585999
727041,592527
727042,297578
727042,532003
727042,551100
727042,572239
727042,531995
727043,591753
727043,548189
727043,591890
727043,591888
727043,592540
727043,299173
727042,592539
727042,551237
727043,592541
727043,592542
727042,69713
727042,551234
727042,587935
727042,304623
727042,166240
727045,586543
727045,586119
727045,586552
727045,586532
727045,586554
727045,586550
727049,103832
727049,118109
727049,116372
727049,117784
727049,47022
727049,459950
727049,252542
727049,219559
727049,94091
727049,103838
727049,258480
727048,566473
727050,72872
727050,72859
727050,88853
727051,330030
727050,73531
727051,256561
727050,75559
727051,209595
727051,289881
727050,157464
727051,255428
727051,196911
727051,230015
727050,67274
727051,336514
727051,161266
727051,230168
727051,255707
727050,71278
727051,230186
727050,71276
727050,89928
727050,77734
727050,73735
727050,80810
727054,79355
727057,342871
727057,255577
727057,328323
727057,182844
727057,238212
727057,320500
727057,256042
727057,328304
727059,251145
727059,251138
727059,301069
727059,59414
727059,475335
727059,115031
727059,353041
727066,592572
727066,592576
727066,592578
727067,138182
727066,592597
727066,505556
727066,592583
727069,281320
727069,214839
727069,177766
727069,385186
727069,185954
727068,591353
727068,514164
727069,592595
727068,376424
727069,592612
727069,592607
727068,592615
727069,592608
727068,592618
727068,592617
727068,592620
727068,592619
727068,592611
727069,592605
727069,592621
727070,592625
727070,592624
727070,592610
727070,583185
727070,592633
727070,592613
727071,592634
727071,585040
727071,592628
727071,441395
727071,592587
727071,444319
727073,163343
727071,592631
727073,592568
727073,523929
727071,592623
727073,592636
727071,359850
727073,518341
727073,592646
727073,592648
727071,592640
727073,592651
727073,592649
727073,592653
727073,592654
727078,94150
727078,165609
727078,107936
727078,504013
727078,22237
727078,256070
727078,187806
727078,72805
727078,155661
727078,385192
727078,331257
727078,65477
727078,107238
727083,83630
727079,91437
727079,192978
727083,188650
727079,78445
727083,61358
727079,117063
727083,73476
727079,166461
727079,185821
727079,187823
727079,197487
727079,184932
727083,72734
727079,184527
727083,75904
727083,81556
727083,181305
727081,189348
727083,71746
727081,183816
727081,189352
727081,203370
727081,199491
727081,183885
727081,120663
727081,329824
727081,323683
727081,183933
727084,329636
727084,185318
727084,211618
727084,258482
727084,210722
727084,194464
727084,209079
727089,551547
727089,562052
727089,561996
727089,115067
727089,551545
727089,592546
727089,274343
727089,592650
727089,114921
727089,592550
727089,592690
727089,547017
727091,57893
727091,299757
727092,338420
727092,366997
727092,367005
727092,263917
727091,232464
727091,423365
727091,79459
727091,152613
727092,592582
727092,293667
727091,592658
727091,592700
727093,566473
727097,76692
727097,119119
727097,44305
727097,85352
727101,47022
727101,592673
727101,219559
727101,117784
727101,459950
727096,75819
727096,74685
727096,73703
727096,98528
727096,73707
727096,74427
727096,74677
727101,118109
727096,71632
727101,103832
727101,258480
727101,116372
727097,78914
727096,74428
727096,76669
727096,72557
727097,73391
727101,103838
727097,73706
727104,113457
727109,66945
727109,73910
727109,72794
727109,78167
727109,184981
727109,81374
727109,87205
727112,65867
727112,496947
727112,93079
727112,71377
727112,73688
727112,73681
727112,69809
727112,48207
727112,65620
727112,46666
727121,441395
727120,592608
727121,163343
727120,592607
727120,107936
727121,583185
727121,592621
727121,592633
727121,514164
727121,592615
727121,591353
727120,592652
727121,592623
727122,72805
727121,592634
727122,592631
727122,444319
727121,585040
727122,592628
727122,138182
727122,592611
727122,73481
727122,592578
727122,592576
727122,592624
727120,359850
727120,523929
727120,592646
727120,592568
727120,518341
727120,592612
727120,592648
727119,89928
727119,77734
727119,67274
727119,73735
727119,192692
727119,157464
727119,73531
727119,80810
727119,75559
727119,75560
727133,505556
727133,385186
727133,592624
727133,185954
727133,177766
727133,281320
727133,214839
727139,211618
727139,217349
727139,194464
727139,329636
727139,209079
727139,185318
727139,210722
727139,258482
727125,166461
727125,120663
727124,199491
727124,203370
727125,184932
727124,183933
727125,329824
727125,323683
727124,183816
727125,185821
727125,187823
727124,189352
727125,117063
727124,189348
727124,78445
727124,197487
727169,111608
727169,111755
727169,111788
727169,111140
727169,90926
727169,108598
727169,186058
727169,105585
727169,110943
727169,192829
727171,255340
727171,328830
727171,238821
727171,245868
727171,328832
727171,238667
727171,198752
727171,131380
727171,255024
727171,197724
727171,214154
727171,161402
727171,141093
727179,196154
727179,167972
727179,128059
727179,226263
727179,197566
727179,131329
727179,134958
727179,241727
727179,249646
727179,239664
727179,224197
727179,149117
727197,65620
727197,93079
727197,496947
727197,65867
727197,73681
727197,71377
727197,73688
727197,46666
727197,69809
727207,591888
727207,548189
727207,592540
727216,562052
727216,561996
727216,551547
727216,551545
727216,592690
727216,547017
727216,592650
727216,592550
727216,115067
727216,592546
727207,299173
727207,591753
727207,591890
727207,592542
727238,449470
727238,584430
727238,344549
727238,579482
727238,592809
727238,579480
727238,582784
727238,592812
727238,335314
727238,582781
727239,453338
727239,582790
727239,582069
727239,584440
727239,579506
727241,582067
727239,239511
727241,581961
727239,579469
727241,166353
727239,351569
727227,186018
727241,581472
727241,590994
727239,581980
727241,584460
727239,532997
727227,429016
727241,578320
727239,579490
727227,198457
727241,579519
727239,467850
727227,327591
727239,583282
727227,343031
727227,334421
727241,566713
727238,592813
727227,268641
727238,592814
727241,582004
727227,335911
727241,579478
727241,584451
727240,579483
727240,408353
727240,579420
727240,584479
727241,592810
727240,592808
727240,435047
727238,579460
727240,584448
727240,584169
727240,579477
727240,584459
727240,582112
727240,592815
727227,176942
727227,339707
727227,120707
727227,189372
727227,582104
727247,592658
727247,293667
727247,592582
727249,232464
727249,299757
727247,423365
727247,79459
727249,366997
727249,338420
727249,367005
727249,57893
727249,263917
727257,113457
727265,85352
727265,119119
727261,72734
727265,73391
727261,83630
727261,188650
727261,73476
727265,44305
727261,75904
727261,71746
727265,73706
727261,71400
727261,61358
727267,74427
727267,71632
727267,72557
727261,81556
727267,74677
727261,181305
727267,73703
727267,98528
727267,74685
727265,76692
727267,75819
727267,73707
727267,74428
727267,76669
727265,191287
727275,131329
727275,226263
727275,167972
727275,128059
727275,241727
727275,197566
727275,224197
727275,196154
727275,134958
727275,249646
727275,149117
727275,239664
727287,328832
727287,235058
727287,141093
727287,114925
727287,328830
727287,255340
727287,245868
727287,196840
727287,238821
727287,161402
727287,255024
727287,197724
727287,214154
727287,198752
727285,90926
727285,105585
727285,111788
727285,111140
727285,110943
727285,111755
727285,111608
727285,192829
727285,186058
727301,242422
727301,528252
727301,294339
727301,471557
727301,583589
727301,443938
727301,475955
727301,579397
727301,533022
727301,291712
727297,404783
727297,285323
727297,339412
727296,443249
727297,444149
727297,241889
727296,225038
727297,428032
727297,347065
727296,393623
727296,374605
727296,261144
727297,250509
727296,295541
727296,592853
727297,444002
727296,432105
727296,443976
727296,192775
727296,223168
727296,203407
727298,443369
727298,524590
727298,434702
727296,435588
727297,443232
727298,585613
727297,541150
727298,427590
727297,489166
727304,453321
727304,409422
727304,396268
727304,548315
727304,459916
727304,454904
727304,539403
727304,308201
727304,324905
727304,545217
727304,526150
727303,453318
727303,552093
727303,504840
727303,292993
727303,161910
727303,251783
727303,534350
727303,472638
727303,527280
727303,453339
727303,446686
727305,178284
727305,547086
727305,159942
727305,295290
727305,443953
727305,40118
727305,180274
727305,176429
727305,203810
727305,424798
727305,444037
727305,278416
727305,445936
727313,344549
727313,590994
727313,584448
727313,584451
727313,582112
727314,327591
727313,584169
727314,334421
727313,453338
727313,435047
727313,592812
727314,343031
727313,166353
727313,408353
727313,592813
727313,592809
727313,582067
727316,566713
727316,584430
727314,187866
727316,467850
727314,193917
727316,579480
727314,186018
727314,198457
727314,429016
727316,239511
727316,584459
727316,345455
727316,581980
727314,335911
727316,276216
727316,592810
727316,578320
727316,581961
727316,579490
727316,582104
727318,592815
727318,532997
727318,579483
727318,579420
727318,579460
727318,579477
727318,582790
727318,583282
727319,519392
727319,449470
727319,579482
727319,579506
727361,111583
727361,111759
727361,111106
727361,123713
727361,91304
727361,108602
727361,128166
727361,66811
727361,112721
727365,39926
727365,81812
727365,111641
727365,53576
727365,73995
727365,29916
727365,88409
727365,39346
727365,111144
727365,78480
727365,111794
727365,115907
727367,111686
727367,139145
727367,139583
727367,120742
727367,186561
727367,140523
727367,111800
727367,149711
727367,111963
727372,201677
727372,168445
727372,321521
727372,294652
727372,256359
727372,492174
727372,246344
727372,426263
727372,261149
727371,227573
727371,196840
727371,230015
727371,42630
727371,231887
727371,239648
727371,196154
727371,239618
727371,255158
727371,230230
727371,239664
727412,111583
727412,39320
727412,108602
727412,111106
727412,78451
727412,123713
727412,112721
727412,91304
727412,66811
727412,40124
727412,111113
727412,128166
727412,111759
727412,111785
727418,330038
727418,257971
727418,335143
727418,258193
727418,257968
727418,329861
727418,258762
727418,329863
727419,513655
727419,172099
727419,253909
727419,275151
727419,583185
727419,448869
727419,421382
727419,583606
727419,367744
727419,585507
727419,584028
727419,584032
727419,589793
727418,349519
727418,329858
727419,587269
727424,316501
727424,557925
727424,556336
727424,499574
727424,442630
727424,483712
727425,447792
727425,447916
727425,331453
727425,517876
727425,447692
727425,442868
727425,449216
727427,39340
727427,142511
727427,146495
727427,82842
727427,117620
727427,115849
727427,82837
727427,115862
727428,75796
727428,278582
727428,224407
727428,60209
727428,226869
727428,446046
727428,115990
727428,132410
727426,584449
727426,453214
727428,540767
727426,283389
727426,365958
727426,583643
727428,424765
727426,491781
727426,584036
727426,491798
727426,533937
727426,181759
727428,239281
727428,459207
727432,196154
727432,239664
727432,227573
727432,196840
727432,42630
727432,239618
727432,230230
727432,239648
727432,255398
727438,549927
727438,223543
727439,76176
727439,192522
727439,111630
727438,242532
727439,111144
727438,436298
727439,29916
727438,444039
727439,111730
727439,111673
727438,275204
727439,78480
727438,450799
727442,426637
727438,479873
727442,178061
727440,342730
727440,470959
727438,311896
727440,384709
727442,158153
727442,453335
727439,111644
727442,262281
727440,541864
727446,286751
727438,399746
727439,111794
727438,417404
727446,212998
727438,584490
727446,288983
727442,247112
727442,374343
727442,282007
727438,473782
727442,181674
727442,239300
727442,435178
727446,366026
727446,453588
727442,584022
727446,208018
727444,168405
727444,228299
727444,205965
727444,443834
727445,435631
727445,531254
727447,445609
727446,526040
727446,582795
727444,170299
727444,90458
727445,240969
727444,345398
727447,378253
727444,166407
727444,166117
727444,254094
727447,453331
727444,345506
727444,166422
727445,289256
727457,160349
727457,74637
727457,239313
727457,575192
727457,289797
727457,205701
727457,454243
727457,74638
727457,571294
727457,461188
727457,166375
727451,321701
727451,178237
727451,113451
727451,75798
727451,237631
727451,81447
727458,473023
727458,293347
727458,161194
727458,121464
727458,238516
727458,275226
727458,316712
727458,393545
727458,242528
727458,230574
727463,571262
727463,449890
727463,275017
727463,583009
727463,517851
727463,517850
727463,546497
727463,465146
727463,161009
727471,503138
727471,473900
727471,551666
727471,351052
727471,362754
727471,354561
727471,583655
727471,584020
727495,75906
727494,584124
727494,564255
727494,444043
727494,577468
727494,577473
727495,71692
727494,584490
727495,98927
727495,86746
727495,92908
727495,141302
727521,257063
727521,255291
727521,227561
727521,260581
727521,328869
727521,284690
727578,426173
727582,453318
727582,421449
727583,411831
727614,251330
727614,186439
727614,75906
727614,255138
727614,187684
727614,84270
727614,192591
727609,312890
727609,258060
727609,198301
727609,330926
727609,258723
727609,258963
727609,258051
727609,258707
727609,330957
727649,445609
727643,238516
727643,261149
727643,243919
727643,339114
727643,384709
727643,246344
727643,238556
727643,178284
727643,203407
727643,238691
727643,428032
727643,262281
727655,431103
727655,242528
727655,328113
727655,242249
727655,346908
727661,212998
727665,247112
727669,448001
727669,161195
727665,430206
727669,159688
727665,393335
727669,212426
727669,437782
727665,426263
727669,354569
727665,442693
727665,316712
727665,246560
727669,447661
727665,242532
727661,331289
727669,583218
727655,417758
727665,203810
727661,384522
727655,424765
727665,423576
727655,230574
727665,374343
727661,256972
727669,583220
727669,479873
727655,297907
727655,339438
727655,192775
727661,593499
727655,275203
727661,367104
727655,579972
727661,407115
727664,417404
727664,474161
727662,435588
727662,443976
727664,221217
727664,582361
727662,491641
727669,448018
727662,523155
727669,524018
727662,491637
727662,549927
727662,577472
727664,583816
727662,518055
727669,582951
727662,584018
727662,53424
727662,455428
727662,445743
727664,456080
727664,593507
727664,295174
727664,443983
727675,283060
727675,321004
727675,393623
727675,499574
727675,172099
727664,444040
727664,366227
727664,541170
727664,446685
727675,399746
727675,320861
727675,443994
727675,286130
727675,526040
727651,286751
727678,431484
727670,366026
727670,292416
727653,293347
727672,453335
727670,359556
727653,453588
727653,443249
727653,587380
727653,444006
727653,453590
727653,480945
727672,346338
727670,584447
727672,584449
727672,255369
727672,583286
727672,289038
727672,583274
727672,587556
727672,588632
727672,450799
727687,582951
727687,212426
727687,448018
727687,448001
727687,354569
727687,161195
727687,159688
727687,437782
727687,447661
727707,258963
727707,258051
727707,258060
727707,330957
727707,330926
727707,312890
727707,258723
727707,198301
727741,91480
727741,235218
727741,72849
727741,380813
727741,131690
727741,84067
727741,73947
727741,94063
727741,94062
727747,584015
727761,431484
727799,94065
727799,94063
727799,131690
727799,94062
727799,235218
727799,91480
727814,179422
727814,592833
727814,593227
727814,593312
727814,593720
727814,593737
727814,593315
727814,593223
727816,583928
727816,79024
727817,593312
727817,593720
727817,593315
727817,593227
727817,593737
727817,592833
727817,593223
727817,179422
727820,79024
727822,348050
727830,69561
727830,69596
727830,58170
727830,73845
727830,71280
727830,72702
727830,45008
727830,151248
727841,236160
727841,207796
727841,24289
727841,40929
727841,160684
727840,591905
727840,256326
727840,593976
727843,593938
727840,594015
727840,9486
727848,430999
727854,153895
727854,235728
727854,330051
727854,192990
727854,154232
727854,255478
727854,153920
727857,377165
727857,343361
727853,79024
727857,258533
727865,73451
727865,45604
727865,255604
727865,71273
727865,24283
727862,593287
727865,73292
727865,24427
727869,338698
727863,576272
727869,331910
727869,339507
727869,260527
727869,336099
727869,257199
727869,404341
727869,261360
727869,336470
727869,206650
727867,161241
727867,149044
727869,331201
727867,180122
727869,336188
727867,114674
727867,232425
727867,161375
727867,278536
727867,237996
727867,212627
727866,172241
727866,197032
727866,161266
727866,322156
727866,246117
727866,349283
727866,240226
727866,256448
727873,413209
727873,448690
727873,213152
727873,87771
727873,108573
727873,213134
727873,248857
727873,244222
727873,255295
727860,284689
727860,255026
727871,75799
727860,265232
727860,181845
727860,255245
727860,255041
727860,328663
727871,227575
727860,475844
727871,73861
727871,124521
727871,259459
727871,255535
727885,381133
727885,329609
727885,336089
727885,331470
727885,336088
727885,50954
727885,524590
727884,309328
727885,331066
727885,331198
727884,362754
727884,239440
727884,448548
727884,441610
727884,275998
727884,213247
727884,374267
727884,473900
727884,585276
727884,549927
727884,289256
727891,584454
727891,460323
727891,288969
727891,368325
727891,584447
727891,583264
727891,292416
727891,594002
727891,359556
727891,551666
727891,588557
727891,588663
727892,223638
727892,231499
727892,234281
727892,167972
727892,328880
727892,245731
727892,134275
727900,556296
727900,453220
727900,333361
727900,286751
727900,510468
727900,510469
727900,314231
727900,507077
727900,301807
727900,371804
727900,508429
727900,383873
727912,178319
727912,254807
727912,172133
727912,234337
727912,248355
727912,268288
727914,45102
727914,75905
727914,74080
727914,594153
727914,59098
727914,76452
727914,73250
727914,76277
727908,166429
727908,104650
727908,111768
727908,103805
727908,111625
727913,300274
727913,323725
727913,259685
727913,255523
727913,269944
727908,110945
727904,570786
727926,577473
727904,594162
727926,584124
727926,491687
727926,323124
727904,593959
727926,577468
727904,593961
727926,444043
727904,593960
727926,584851
727904,593977
727909,236762
727909,82782
727904,593972
727909,161094
727909,197035
727904,593969
727926,529492
727904,593956
727909,237958
727925,594146
727925,192797
727925,278394
727925,176481
727925,278390
727909,525801
727925,481778
727909,232295
727909,237631
727909,211156
727925,594144
727925,594195
727909,108721
727925,594167
727909,443833
727909,206640
727929,112035
727929,194207
727929,195791
727925,594190
727909,113451
727921,333375
727907,186397
727907,189391
727907,189537
727921,443469
727907,105335
727907,98823
727907,184878
727907,184868
727951,184229
727951,223714
727946,109138
727951,196033
727951,219637
727946,190798
727951,186962
727946,186308
727946,203677
727946,194042
727946,185230
727940,147690
727940,235524
727940,250021
727940,310027
727940,400561
727940,251617
727940,258055
727956,185818
727956,111694
727956,184274
727956,186568
727956,185909
727956,246287
727956,118386
727954,72427
727954,76428
727954,71220
727954,73990
727954,72523
727954,137035
727954,73262
727954,71685
727954,73862
727954,72811
727954,38389
727954,71710
727937,73212
727937,78040
727949,91786
727937,63763
727949,60216
727937,71079
727949,85169
727937,71128
727949,71991
727937,72579
727949,107554
727949,78908
727939,73414
727939,44993
727939,64437
727939,75915
727939,91165
727968,232425
727968,278536
727968,114674
727968,161375
727968,97956
727968,212627
727982,45395
727982,75398
727982,73298
727982,71162
727980,284050
727982,73458
727974,75770
727980,73206
727974,55872
727982,75577
727974,73412
727974,37250
727982,72302
727982,75804
727974,115279
727980,129730
727974,72920
727980,73418
727980,73415
727980,73096
727991,377165
727991,571777
727974,82120
727991,258533
727974,58398
727991,343361
727974,111638
727974,72630
727974,89577
727991,449820
727974,344051
727991,355432
727974,70808
727980,76943
727980,73420
727994,310388
727994,218254
727994,271043
727994,271131
727998,192990
727998,330051
727998,193438
727998,343962
727994,220681
727998,154232
727998,255478
727994,245855
727998,153895
727998,235728
727994,185259
728001,121094
728001,165500
728001,178889
728001,87743
728001,169391
727997,219574
727997,84695
728001,223721
728001,120439
727997,375747
728001,178847
728007,336101
728001,209919
728001,178898
728007,278299
728007,343031
728007,333297
727997,334168
728007,231461
728007,238161
728007,328434
727997,213781
728007,333298
728024,223638
728024,310016
728024,322522
728024,328880
728024,245731
728024,231499
728024,268885
728024,333453
728021,73845
728021,71272
728021,31941
728021,71213
728021,151248
728021,69664
728021,69596
728021,72702
728024,302198
728021,58170
728024,235422
728024,234281
728024,131211
728031,329697
728031,310854
728031,331323
728031,330555
728031,257982
728031,336474
728031,328904
728031,319557
728031,256375
728025,245743
728025,284724
728025,338603
728025,287089
728025,253250
728025,246374
728025,193957
728028,258103
728028,210238
728025,209259
728028,310025
728025,255468
728028,285479
728025,268918
728028,167472
728049,24815
728049,71486
728049,60800
728049,73104
728049,61328
728049,72486
728049,38387
728049,60801
728049,47543
728049,71198
728049,38390
728049,41920
728045,182915
728028,258180
728028,364377
728045,183796
728045,183707
728045,183818
728045,112048
728035,185055
728035,118387
728035,241104
728035,308579
728035,65329
728035,189360
728035,117667
728035,117800
728062,76176
728062,146495
728062,210222
728062,117620
728062,39346
728062,111630
728062,66811
728062,82842
728061,333361
728061,286751
728061,453220
728070,460323
728061,453353
728061,510468
728061,350728
728070,418731
728059,309328
728070,521041
728059,549927
728070,288969
728070,275998
728059,448548
728059,239440
728070,585276
728059,217651
728070,584454
728059,362754
728059,213247
728059,374267
728059,584022
728059,444263
728064,348050
728058,257980
728058,258602
728058,258559
728058,258424
728058,319597
728073,594271
728073,232816
728073,594276
728073,468680
728073,583211
728073,584447
728073,583264
728073,292416
728073,359556
728079,503138
728079,435654
728079,594292
728079,551666
728079,374343
728079,549786
728077,45604
728077,24427
728077,57219
728079,453321
728077,73451
728079,289256
728077,255604
728079,594296
728077,24283
728077,71273
728077,73292
728077,45406
728058,257830
728090,175186
728090,188771
728090,188775
728090,166017
728090,171392
728090,127474
728090,188768
728090,170076
728090,121454
728090,167238
728090,127475
728090,121673
728090,170073
728090,96880
728087,172241
728087,244802
728087,240226
728087,246117
728087,256448
728087,197032
728087,349283
728102,39357
728102,88409
728102,115907
728102,73995
728102,78480
728102,111785
728102,111106
728120,147690
728102,111122
728120,251617
728120,310027
728120,235524
728120,250021
728120,400561
728120,258055
728133,206660
728133,339507
728133,260527
728133,331910
728124,178452
728133,338698
728133,258061
728133,292141
728124,225190
728124,223543
728124,166327
728124,239281
728133,331201
728124,60209
728124,115990
728124,225199
728133,206650
728124,161315
728124,275227
728124,278582
728124,205943
728133,336188
728124,459207
728124,278831
728105,333375
728105,389431
728105,443469
728141,90871
728141,196889
728141,72610
728141,107797
728141,182842
728141,257976
728141,183070
728141,546167
728141,189396
728149,224407
728149,247112
728149,339438
728149,132410
728149,442693
728149,178061
728149,242532
728149,242249
728149,436298
728149,75796
728149,213288
728149,186318
728149,446046
728175,285198
728160,381205
728175,344381
728175,368596
728175,343071
728175,496100
728175,327399
728175,350015
728175,291598
728175,475255
728177,132535
728177,189572
728177,184777
728177,196011
728177,110580
728177,187340
728177,185948
728177,105108
728177,144640
728214,50954
728214,329609
728214,386532
728214,381133
728214,282578
728214,336088
728214,336089
728214,524590
728206,254778
728206,343837
728206,328854
728206,225180
728206,248201
728214,331066
728214,331198
728220,343031
728220,336101
728220,583228
728220,328434
728220,254000
728220,278299
728222,328335
728220,333298
728222,332485
728220,333297
728222,332170
728222,435775
728222,328329
728222,98592
728232,453726
728232,451123
728232,446461
728232,448271
728215,87958
728232,440262
728222,332527
728215,86888
728232,584606
728232,585280
728215,105475
728232,594427
728215,29913
728232,594428
728215,98823
728220,231461
728226,130135
728215,189391
728215,39459
728226,233633
728226,73684
728215,184868
728229,584192
728225,184015
728227,72878
728238,151977
728238,193554
728227,98670
728225,185017
728238,389634
728227,230020
728238,193803
728227,195414
728238,475511
728225,191661
728238,410348
728225,328835
728238,328334
728238,131529
728245,278815
728227,86516
728225,333284
728238,229829
728245,203735
728229,585170
728245,380766
728229,585387
728229,585243
728229,585396
728234,342969
728229,584610
728234,223721
728240,585352
728234,328163
728255,169388
728248,582763
728255,368602
728240,585199
728240,585240
728234,169435
728240,594407
728234,126245
728194,271246
728255,238212
728240,586210
728230,462240
728240,585103
728234,230898
728234,263693
728240,168445
728235,585344
728240,443182
728240,444074
728194,419669
728230,585369
728235,594399
728194,333362
728235,328330
728194,342944
728230,444410
728212,577473
728235,328343
728235,332478
728212,584851
728230,377009
728194,301469
728235,328332
728212,491687
728246,234449
728235,332352
728230,444209
728246,249820
728240,253147
728230,594405
728212,529492
728235,333014
728246,205098
728246,193503
728246,194418
728246,250875
728212,323124
728246,250831
728246,250868
728240,594455
728255,178889
728230,585364
728246,229833
728253,183424
728230,594457
728228,475844
728228,594389
728228,265232
728228,255245
728228,181845
728228,328682
728228,284689
728228,328663
728228,255041
728228,255026
728253,178445
728255,328402
728253,185262
728253,77091
728253,184830
728253,137548
728257,310815
728257,165500
728257,121094
728253,355410
728257,328307
728257,242602
728253,185275
728253,185281
728249,350921
728253,140526
728257,280795
728249,356020
728253,190967
728249,427979
728257,71673
728249,246400
728249,338606
728249,255465
728249,350412
728249,255430
728249,337813
728231,278394
728231,594146
728231,594167
728231,278390
728249,280933
728231,176481
728249,344825
728249,281004
728231,481778
728231,192797
728231,594190
728231,594195
728231,594144
728308,332825
728264,213760
728308,584613
728264,126984
728308,561262
728308,375718
728264,200010
728264,200027
728264,249646
728308,582750
728264,246601
728233,568751
728306,585383
728289,182785
728289,239721
728292,85169
728292,76452
728292,74054
728292,75905
728347,55872
728292,73250
728292,76277
728347,89577
728347,70808
728292,80918
728347,72920
728347,115279
728347,344051
728292,74080
728347,84543
728336,583928
728347,73412
728347,37250
728366,73415
728366,58398
728366,73206
728366,82120
728366,284050
728347,72630
728347,111638
728366,129730
728351,185939
728351,180770
728366,72733
728351,174191
728366,73096
728351,83105
728351,232123
728351,165524
728292,78908
728351,163485
728351,200682
728271,78040
728271,44993
728271,184807
728350,182843
728271,73481
728350,200943
728350,319111
728271,50862
728350,246694
728350,583215
728271,73298
728361,67115
728271,344897
